"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08"
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-14","0.00","0.0","0.0",,"77","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-15","0.00","0.0","0.0",,"76","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-16","0.00","0.0","0.0",,"71","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-17","0.00","0.0","0.0",,"80","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-18","0.00","0.0","0.0",,"73","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-19","0.00","0.0","0.0",,"79","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-20","0.00","0.0","0.0",,"81","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-21","0.00","0.0","0.0",,"81","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-22","0.11","0.0","0.0",,"66","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-23","0.03","0.0","0.0",,"75","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-24","0.00","0.0","0.0",,"80","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-25","0.00","0.0","0.0",,"84","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-26","0.00","0.0","0.0",,"80","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-27","0.00","0.0","0.0",,"85","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-28","0.00","0.0","0.0",,"87","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-29","0.00","0.0","0.0",,"86","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-30","0.00","0.0","0.0",,"76","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-07-31","0.00","0.0","0.0",,"73","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-01","0.00","0.0","0.0",,"76","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-02","0.00","0.0","0.0",,"73","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-03","0.00","0.0","0.0",,"76","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-04","0.00","0.0","0.0",,"80","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-05","0.00","0.0","0.0",,"79","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-06","0.00","0.0","0.0",,"71","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-07","0.03","0.0","0.0",,"73","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-08","0.01","0.0","0.0",,"72","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-09","0.00","0.0","0.0",,"73","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-10","0.00","0.0","0.0",,"77","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-11","0.00","0.0","0.0",,"80","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-12","0.00","0.0","0.0",,"86","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-13","0.00","0.0","0.0",,"88","63",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-14","0.00","0.0","0.0",,"83","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-15","0.00","0.0","0.0",,"82","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-16","0.00","0.0","0.0",,"83","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-17","0.00","0.0","0.0",,"80","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-18","0.00","0.0","0.0",,"86","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-19","0.00","0.0","0.0",,"91","62",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-20","0.00","0.0","0.0",,"91","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-21","0.00","0.0","0.0",,"74","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-22","0.00","0.0","0.0",,"73","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-23","0.00","0.0","0.0",,"79","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-24","0.00","0.0","0.0",,"83","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-25","0.00","0.0","0.0",,"87","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-26","0.00","0.0","0.0",,"89","61",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-27","0.00","0.0","0.0",,"70","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-28","0.00","0.0","0.0",,"69","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-29","0.00","0.0","0.0",,"81","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-30","0.00","0.0","0.0",,"72","58",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-08-31","0.01","0.0","0.0",,"70","60",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-01","0.05","0.0","0.0",,"67","57",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-02","0.71","0.0","0.0",,"70","56",,,,,"    1",,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-03","0.06","0.0","0.0",,"69","55",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-04","0.00","0.0","0.0",,"71","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-05","0.03","0.0","0.0",,"66","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-06","0.15","0.0","0.0",,"68","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-07","0.04","0.0","0.0",,"66","58",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-08","0.00","0.0","0.0",,"71","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-09","0.00","0.0","0.0",,"77","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-10","0.00","0.0","0.0",,"77","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-11","0.00","0.0","0.0",,"70","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-12","0.00","0.0","0.0",,"72","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-13","0.00","0.0","0.0",,"74","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-14","0.00","0.0","0.0",,"78","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-15","0.00","0.0","0.0",,"73","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-16","0.00","0.0","0.0",,"74","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-17","0.23","0.0","0.0",,"67","57",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-18","0.01","0.0","0.0",,"70","56",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-19","0.25","0.0","0.0",,"71","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-20","0.00","0.0","0.0",,"67","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-21","0.00","0.0","0.0",,"67","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-22","0.00","0.0","0.0",,"67","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-23","0.00","0.0","0.0",,"65","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-24","0.00","0.0","0.0",,"68","55",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-25","0.00","0.0","0.0",,"77","59",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-26","0.00","0.0","0.0",,"79","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-27","0.00","0.0","0.0",,"68","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-28","0.00","0.0","0.0",,"68","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-29","0.00","0.0","0.0",,"67","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-09-30","0.00","0.0","0.0",,"67","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-01","0.10","0.0","0.0",,"63","51",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-02","0.00","0.0","0.0",,"67","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-03","0.04","0.0","0.0",,"64","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-04","0.09","0.0","0.0",,"61","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-05","0.01","0.0","0.0",,"68","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-06","0.22","0.0","0.0",,"63","53",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-07","0.11","0.0","0.0",,"64","54",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-08","0.59","0.0","0.0",,"68","52",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-09","0.36","0.0","0.0",,"59","49",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-10","0.00","0.0","0.0",,"62","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-11","0.00","0.0","0.0",,"65","41",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-12","0.01","0.0","0.0",,"68","39",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-13","1.76","0.0","0.0",,"58","52",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-14","1.15","0.0","0.0",,"59","51",,,,,"    1",,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-15","0.66","0.0","0.0",,"62","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-16","0.48","0.0","0.0",,"58","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-17","0.05","0.0","0.0",,"62","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-18","0.18","0.0","0.0",,"61","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-19","0.17","0.0","0.0",,"58","44",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-20","1.20","0.0","0.0",,"60","51",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-21","0.01","0.0","0.0",,"60","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-22","0.05","0.0","0.0",,"64","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-23","0.10","0.0","0.0",,"63","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-24","0.17","0.0","0.0",,"61","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-25","0.00","0.0","0.0",,"64","48",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-26","1.53","0.0","0.0",,"57","52",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-27","0.07","0.0","0.0",,"58","52",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-28","0.01","0.0","0.0",,"67","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-29","0.19","0.0","0.0",,"59","48",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-30","0.18","0.0","0.0",,"52","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-10-31","0.81","0.0","0.0",,"59","49",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-01","0.36","0.0","0.0",,"56","49",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-02","0.53","0.0","0.0",,"57","51",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-03","0.02","0.0","0.0",,"67","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-04","0.00","0.0","0.0",,"65","42",,,,,"    1","    1",,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-05","0.94","0.0","0.0",,"58","52",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-06","0.27","0.0","0.0",,"62","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-07","0.03","0.0","0.0",,"64","50",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-08","0.00","0.0","0.0",,"71","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-09","0.11","0.0","0.0",,"65","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-10","0.00","0.0","0.0",,"64","43",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-11","0.00","0.0","0.0",,"64","49",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-12","0.11","0.0","0.0",,"59","51",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-13","0.18","0.0","0.0",,"55","46",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-14","0.20","0.0","0.0",,"56","49",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-15","1.23","0.0","0.0",,"55","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-16","0.00","0.0","0.0",,"51","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-17","0.00","0.0","0.0",,"54","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-18","0.00","0.0","0.0",,"55","40",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-19","0.13","0.0","0.0",,"55","46",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-20","0.16","0.0","0.0",,"54","49",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-21","0.03","0.0","0.0",,"56","47",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-22","0.66","0.0","0.0",,"53","42",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-23","0.18","0.0","0.0",,"50","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-24","1.33","0.0","0.0",,"52","46",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-25","0.07","0.0","0.0",,"52","41",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-26","0.63","0.0","0.0",,"53","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-27","0.29","0.0","0.0",,"47","43",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-28","0.00","0.0","0.0",,"51","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-29","0.04","0.0","0.0",,"53","42",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-11-30","0.21","0.0","0.0",,"51","43",,,,,,,"    1",,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-01","0.01","0.0","0.0",,"47","40",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-02","0.19","0.0","0.0",,"50","45",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-03","0.08","0.0","0.0",,"49","44",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-04","0.23","0.0","0.0",,"47","36",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-05","0.22","0.0","0.0",,"39","35",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-06","0.00","0.0","0.0",,"41","32",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-07","0.00","0.0","0.0",,"38","26",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-08","0.05","0.8","1.2",,"39","27",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-09","0.50","0.6","0.0",,"39","31",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-10","0.16","0.0","0.0",,"43","38",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-11","0.04","0.0","0.0",,"43","40",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-12","0.02","0.0","0.0",,"42","37",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-13","0.00","0.0","0.0",,"41","33",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-14","0.00","0.0","0.0",,"37","31",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-15","0.00","0.0","0.0",,"38","34",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-16","0.00","0.0","0.0",,"35","25",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-17","0.00","0.0","0.0",,"35","24",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-18","0.00","0.0","0.0",,"40","31",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-19","0.37","0.0","0.0",,"44","37",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-20","0.04","0.0","0.0",,"51","41",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-21","0.00","0.0","0.0",,"47","34",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-22","0.23","0.0","0.0",,"45","35",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-23","0.68","0.0","0.0",,"40","35",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-24","0.01","0.0","0.0",,"39","34",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-25","0.00","0.0","0.0",,"38","34",,,,,"    1","    1",,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-26","0.28","0.0","0.0",,"42","33",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-27","0.02","0.0","0.0",,"46","38",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-28","0.00","0.0","0.0",,"48","39",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-29","0.28","0.0","0.0",,"45","41",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-30","0.10","0.0","0.0",,"45","32",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2016-12-31","0.20","0.0","0.0",,"40","34",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-01","0.04","0.0","0.0",,"37","31",,,,,"    1","    1",,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-02","0.00","0.0","0.0",,"37","28",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-03","0.00","0.0","0.0",,"35","24",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-04","0.00","0.0","0.0",,"39","23",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-05","0.00","0.0","0.0",,"40","22",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-06","0.00","0.0","0.0",,"40","21",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-07","0.00","0.0","0.0",,"40","23",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-08","0.53","0.0","0.0",,"49","37",,,,,"    1",,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-09","0.06","0.0","0.0",,"43","37",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-10","0.10","0.0","0.0",,"40","32",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-11","0.00","0.0","0.0",,"36","29",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-12","0.00","0.0","0.0",,"42","24",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-13","0.00","0.0","0.0",,"38","26",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-14","0.00","0.0","0.0",,"47","27",,,,,,,,,,
"USW00094290","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","2017-01-15","0.00","0.0","0.0",,"44","27",,,,,,,,,,
